Filename:  D:\Università\IFNS\Lab\Lab-IFNS\Dati\137Cs_C42_activity.mca
Description:  
TimeStamp:  03/22/2022 17:12:59

ROI Information
Start	End	FWHM (N)	Net Area	Gross Area	Centroid (N)	Uncertainty	Status
353	445	30.360	26280	27781	403.95	0.65	GOOD

Spectral Data Information
Channel	Data
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	191
15	199
16	201
17	264
18	361
19	460
20	718
21	1091
22	1225
23	1259
24	972
25	737
26	476
27	374
28	271
29	239
30	244
31	225
32	251
33	196
34	189
35	170
36	206
37	180
38	230
39	213
40	221
41	245
42	255
43	259
44	266
45	350
46	367
47	437
48	507
49	569
50	666
51	646
52	646
53	591
54	512
55	439
56	393
57	411
58	375
59	338
60	350
61	280
62	227
63	243
64	198
65	192
66	205
67	197
68	189
69	163
70	189
71	204
72	196
73	164
74	172
75	206
76	194
77	192
78	184
79	191
80	203
81	186
82	211
83	220
84	199
85	208
86	220
87	169
88	209
89	203
90	205
91	225
92	199
93	217
94	223
95	207
96	186
97	196
98	221
99	200
100	206
101	217
102	219
103	195
104	192
105	176
106	196
107	206
108	220
109	214
110	196
111	215
112	220
113	228
114	252
115	213
116	229
117	255
118	221
119	243
120	269
121	293
122	268
123	258
124	275
125	291
126	292
127	265
128	297
129	287
130	290
131	317
132	286
133	304
134	303
135	318
136	291
137	261
138	323
139	308
140	320
141	302
142	298
143	293
144	285
145	291
146	315
147	318
148	319
149	313
150	310
151	312
152	319
153	293
154	275
155	322
156	274
157	286
158	313
159	269
160	290
161	274
162	285
163	284
164	266
165	263
166	267
167	290
168	280
169	270
170	284
171	270
172	257
173	267
174	244
175	237
176	264
177	228
178	266
179	258
180	270
181	231
182	235
183	246
184	241
185	202
186	229
187	215
188	230
189	226
190	208
191	196
192	204
193	222
194	212
195	221
196	217
197	198
198	185
199	227
200	186
201	210
202	173
203	177
204	201
205	195
206	181
207	165
208	155
209	168
210	189
211	168
212	194
213	193
214	185
215	158
216	174
217	156
218	156
219	160
220	162
221	182
222	198
223	193
224	154
225	157
226	151
227	139
228	133
229	139
230	141
231	171
232	164
233	161
234	151
235	131
236	130
237	139
238	146
239	142
240	127
241	162
242	134
243	164
244	159
245	149
246	141
247	139
248	161
249	141
250	162
251	134
252	132
253	140
254	147
255	135
256	134
257	145
258	138
259	146
260	134
261	144
262	134
263	147
264	147
265	126
266	153
267	131
268	134
269	136
270	141
271	148
272	136
273	130
274	137
275	131
276	133
277	133
278	134
279	117
280	121
281	136
282	150
283	105
284	123
285	131
286	98
287	105
288	99
289	105
290	85
291	89
292	99
293	78
294	66
295	88
296	78
297	92
298	48
299	55
300	71
301	59
302	49
303	62
304	41
305	50
306	46
307	44
308	44
309	27
310	31
311	38
312	37
313	35
314	47
315	31
316	28
317	42
318	46
319	29
320	30
321	19
322	22
323	36
324	31
325	29
326	32
327	34
328	34
329	28
330	29
331	24
332	25
333	21
334	24
335	29
336	26
337	23
338	23
339	21
340	27
341	31
342	23
343	23
344	27
345	20
346	25
347	23
348	13
349	22
350	26
351	33
352	33
353	30
354	43
355	32
356	29
357	31
358	24
359	40
360	33
361	33
362	46
363	31
364	40
365	56
366	43
367	55
368	57
369	68
370	69
371	62
372	87
373	93
374	96
375	94
376	122
377	133
378	174
379	171
380	163
381	197
382	216
383	226
384	239
385	274
386	333
387	347
388	401
389	420
390	460
391	455
392	504
393	543
394	574
395	619
396	650
397	661
398	655
399	749
400	716
401	773
402	801
403	817
404	814
405	779
406	755
407	749
408	836
409	789
410	763
411	762
412	681
413	715
414	665
415	571
416	562
417	550
418	486
419	439
420	411
421	379
422	336
423	308
424	250
425	252
426	230
427	174
428	156
429	139
430	141
431	106
432	87
433	71
434	42
435	42
436	46
437	35
438	24
439	20
440	17
441	13
442	11
443	12
444	8
445	3
446	4
447	3
448	5
449	4
450	3
451	3
452	3
453	2
454	2
455	2
456	2
457	3
458	1
459	3
460	2
461	1
462	2
463	2
464	3
465	1
466	4
467	2
468	2
469	3
470	1
471	2
472	0
473	3
474	1
475	2
476	0
477	1
478	5
479	2
480	3
481	2
482	1
483	0
484	2
485	4
486	3
487	4
488	1
489	4
490	0
491	3
