Filename:  D:\Università\IFNS\Lab\Lab-IFNS\Dati\Coeff ass Pb\0.mca
Description:  
TimeStamp:  03/23/2022 15:12:19

ROI Information
Start	End	FWHM (N)	Net Area	Gross Area	Centroid (N)	Uncertainty	Status
368	444	29.622	9353	10590	409.04	1.16	GOOD

Spectral Data Information
Channel	Data
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	66
15	62
16	86
17	88
18	110
19	152
20	262
21	354
22	476
23	511
24	410
25	292
26	186
27	146
28	117
29	93
30	90
31	91
32	104
33	84
34	69
35	82
36	72
37	81
38	88
39	107
40	84
41	95
42	87
43	86
44	121
45	113
46	119
47	147
48	167
49	194
50	218
51	257
52	267
53	226
54	208
55	189
56	150
57	149
58	123
59	146
60	145
61	140
62	100
63	84
64	95
65	72
66	88
67	73
68	83
69	70
70	87
71	67
72	71
73	65
74	82
75	74
76	67
77	75
78	82
79	82
80	64
81	66
82	95
83	98
84	81
85	88
86	73
87	79
88	70
89	94
90	92
91	99
92	78
93	65
94	71
95	85
96	84
97	70
98	68
99	92
100	83
101	67
102	82
103	86
104	69
105	81
106	80
107	80
108	91
109	74
110	78
111	74
112	93
113	92
114	93
115	102
116	87
117	94
118	81
119	85
120	88
121	102
122	109
123	107
124	111
125	100
126	102
127	134
128	106
129	109
130	123
131	95
132	109
133	120
134	111
135	111
136	120
137	125
138	138
139	111
140	132
141	128
142	142
143	133
144	121
145	115
146	146
147	126
148	129
149	117
150	136
151	116
152	123
153	126
154	116
155	107
156	114
157	121
158	118
159	113
160	115
161	108
162	116
163	118
164	94
165	108
166	121
167	92
168	77
169	86
170	109
171	96
172	105
173	115
174	99
175	97
176	99
177	106
178	105
179	83
180	95
181	88
182	97
183	103
184	93
185	82
186	93
187	68
188	85
189	77
190	85
191	78
192	73
193	82
194	73
195	88
196	95
197	72
198	75
199	82
200	90
201	80
202	87
203	64
204	89
205	67
206	85
207	70
208	70
209	63
210	58
211	94
212	65
213	91
214	66
215	69
216	79
217	71
218	61
219	73
220	82
221	69
222	62
223	64
224	67
225	53
226	63
227	52
228	65
229	85
230	70
231	63
232	72
233	61
234	49
235	53
236	61
237	42
238	67
239	42
240	67
241	46
242	63
243	55
244	78
245	44
246	50
247	55
248	57
249	53
250	61
251	45
252	56
253	55
254	55
255	51
256	47
257	53
258	51
259	61
260	49
261	65
262	54
263	62
264	56
265	61
266	53
267	57
268	55
269	58
270	71
271	61
272	56
273	48
274	38
275	49
276	51
277	50
278	67
279	57
280	45
281	59
282	51
283	43
284	40
285	48
286	54
287	51
288	53
289	41
290	41
291	43
292	48
293	39
294	31
295	34
296	26
297	35
298	37
299	33
300	28
301	25
302	32
303	20
304	20
305	21
306	18
307	22
308	14
309	25
310	13
311	17
312	16
313	22
314	18
315	13
316	7
317	19
318	14
319	12
320	15
321	9
322	17
323	10
324	14
325	14
326	5
327	11
328	10
329	10
330	10
331	17
332	12
333	12
334	9
335	12
336	8
337	5
338	13
339	8
340	10
341	6
342	10
343	11
344	8
345	8
346	10
347	9
348	11
349	7
350	5
351	14
352	10
353	8
354	18
355	11
356	9
357	15
358	8
359	16
360	17
361	15
362	9
363	17
364	13
365	18
366	13
367	19
368	22
369	15
370	18
371	25
372	25
373	15
374	18
375	35
376	33
377	37
378	33
379	41
380	30
381	50
382	52
383	67
384	64
385	66
386	82
387	85
388	104
389	122
390	92
391	121
392	135
393	146
394	146
395	179
396	197
397	200
398	219
399	215
400	242
401	260
402	248
403	257
404	280
405	286
406	318
407	310
408	326
409	308
410	307
411	317
412	282
413	319
414	293
415	283
416	278
417	292
418	280
419	248
420	239
421	209
422	184
423	201
424	182
425	152
426	119
427	123
428	120
429	107
430	75
431	82
432	76
433	66
434	51
435	38
436	31
437	34
438	21
439	20
440	16
441	24
442	12
443	7
444	11
445	7
446	2
447	2
448	3
449	1
450	4
451	1
452	1
453	3
454	0
455	1
456	0
457	0
458	0
459	0
460	1
461	2
462	0
463	2
464	1
465	0
466	1
467	0
468	0
469	1
470	0
471	0
472	1
473	2
474	0
475	0
476	1
477	1
478	1
479	0
480	0
481	2
482	0
483	0
484	1
485	1
486	1
487	1
488	1
489	0
490	1
491	0
492	0
