Filename:  D:\Università\IFNS\Lab\Lab-IFNS\Dati\Coeff ass Pb\10.mca
Description:  
TimeStamp:  03/23/2022 15:45:40

ROI Information
Start	End	FWHM (N)	Net Area	Gross Area	Centroid (N)	Uncertainty	Status
368	444	29.957	6441	8578	407.88	1.61	GOOD

Spectral Data Information
Channel	Data
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	73
15	64
16	85
17	75
18	81
19	79
20	77
21	89
22	98
23	92
24	96
25	96
26	91
27	102
28	99
29	115
30	108
31	131
32	94
33	108
34	104
35	107
36	98
37	127
38	129
39	138
40	140
41	125
42	157
43	136
44	190
45	187
46	206
47	238
48	259
49	300
50	369
51	373
52	379
53	326
54	345
55	307
56	267
57	248
58	238
59	218
60	203
61	190
62	202
63	184
64	186
65	154
66	146
67	125
68	149
69	124
70	140
71	147
72	134
73	128
74	163
75	135
76	143
77	138
78	137
79	135
80	135
81	131
82	125
83	132
84	140
85	135
86	142
87	132
88	124
89	144
90	159
91	147
92	130
93	147
94	133
95	122
96	116
97	146
98	152
99	116
100	126
101	115
102	131
103	146
104	136
105	127
106	148
107	130
108	126
109	158
110	138
111	151
112	140
113	119
114	135
115	168
116	150
117	126
118	123
119	145
120	135
121	165
122	130
123	140
124	170
125	125
126	117
127	149
128	175
129	159
130	154
131	148
132	148
133	158
134	170
135	152
136	138
137	172
138	154
139	144
140	147
141	164
142	148
143	163
144	160
145	165
146	160
147	171
148	171
149	163
150	180
151	162
152	164
153	157
154	148
155	135
156	122
157	144
158	151
159	144
160	135
161	139
162	129
163	130
164	111
165	133
166	145
167	125
168	121
169	125
170	122
171	127
172	121
173	104
174	107
175	93
176	123
177	122
178	115
179	119
180	113
181	111
182	119
183	104
184	110
185	85
186	97
187	125
188	108
189	94
190	103
191	111
192	100
193	83
194	99
195	94
196	96
197	90
198	95
199	99
200	81
201	101
202	79
203	94
204	74
205	89
206	80
207	81
208	104
209	94
210	88
211	74
212	78
213	103
214	77
215	81
216	83
217	68
218	74
219	104
220	74
221	109
222	79
223	78
224	72
225	87
226	90
227	82
228	89
229	90
230	97
231	74
232	82
233	85
234	87
235	95
236	75
237	81
238	64
239	92
240	70
241	85
242	67
243	71
244	75
245	84
246	76
247	63
248	83
249	68
250	67
251	62
252	78
253	58
254	67
255	77
256	81
257	100
258	91
259	93
260	59
261	75
262	75
263	68
264	77
265	73
266	73
267	77
268	71
269	72
270	74
271	69
272	84
273	65
274	82
275	81
276	74
277	90
278	83
279	76
280	78
281	70
282	61
283	94
284	68
285	63
286	84
287	74
288	78
289	67
290	62
291	66
292	68
293	59
294	54
295	62
296	75
297	64
298	67
299	64
300	65
301	53
302	37
303	60
304	63
305	60
306	46
307	54
308	60
309	53
310	49
311	51
312	54
313	45
314	57
315	61
316	43
317	39
318	49
319	52
320	46
321	53
322	37
323	61
324	47
325	48
326	51
327	46
328	44
329	46
330	51
331	46
332	57
333	50
334	48
335	49
336	42
337	50
338	48
339	41
340	44
341	65
342	43
343	43
344	36
345	60
346	47
347	61
348	52
349	49
350	57
351	67
352	50
353	41
354	53
355	45
356	46
357	54
358	62
359	57
360	39
361	51
362	46
363	56
364	50
365	39
366	65
367	39
368	51
369	43
370	52
371	55
372	53
373	50
374	59
375	65
376	45
377	58
378	74
379	72
380	62
381	95
382	71
383	86
384	88
385	76
386	93
387	104
388	109
389	107
390	104
391	108
392	105
393	139
394	132
395	155
396	168
397	151
398	179
399	181
400	164
401	185
402	213
403	212
404	220
405	217
406	216
407	214
408	233
409	222
410	214
411	224
412	203
413	236
414	204
415	188
416	163
417	174
418	179
419	163
420	160
421	132
422	149
423	155
424	136
425	102
426	91
427	103
428	87
429	70
430	69
431	44
432	46
433	36
434	46
435	35
436	23
437	17
438	16
439	23
440	15
441	17
442	13
443	10
444	6
445	7
446	7
447	5
448	7
449	2
450	6
451	7
452	4
453	6
454	5
455	4
456	10
457	2
458	3
459	5
460	6
461	8
462	4
463	4
464	2
465	2
466	2
467	6
468	6
469	7
470	4
471	5
472	6
473	1
474	3
475	4
476	7
477	4
478	2
479	6
480	4
481	4
482	7
483	2
484	6
485	6
486	9
487	3
488	4
489	5
490	4
491	1
492	8
