Filename:  D:\Università\IFNS\Lab\Lab-IFNS\Dati\Coeff ass Pb\2.mca
Description:  
TimeStamp:  03/23/2022 15:16:57

ROI Information
Start	End	FWHM (N)	Net Area	Gross Area	Centroid (N)	Uncertainty	Status
368	444	25.274	9354	10779	408.72	1.18	GOOD

Spectral Data Information
Channel	Data
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	60
15	52
16	55
17	91
18	74
19	66
20	77
21	67
22	72
23	70
24	73
25	74
26	75
27	66
28	67
29	86
30	92
31	82
32	71
33	101
34	103
35	74
36	84
37	91
38	96
39	86
40	100
41	105
42	119
43	127
44	115
45	140
46	141
47	161
48	200
49	194
50	237
51	264
52	283
53	255
54	230
55	186
56	191
57	177
58	181
59	151
60	144
61	132
62	124
63	121
64	90
65	111
66	107
67	84
68	73
69	69
70	95
71	94
72	85
73	83
74	77
75	98
76	77
77	101
78	86
79	91
80	88
81	99
82	90
83	94
84	84
85	85
86	74
87	67
88	97
89	79
90	96
91	94
92	98
93	83
94	95
95	85
96	100
97	86
98	103
99	86
100	92
101	90
102	88
103	64
104	84
105	81
106	84
107	95
108	81
109	89
110	73
111	83
112	84
113	103
114	89
115	92
116	96
117	96
118	106
119	95
120	84
121	108
122	132
123	103
124	122
125	95
126	109
127	110
128	114
129	97
130	107
131	99
132	107
133	113
134	104
135	118
136	126
137	108
138	104
139	110
140	116
141	127
142	127
143	108
144	106
145	120
146	120
147	127
148	104
149	110
150	111
151	105
152	129
153	110
154	97
155	118
156	105
157	120
158	101
159	98
160	111
161	100
162	102
163	99
164	106
165	114
166	103
167	112
168	109
169	111
170	99
171	90
172	104
173	94
174	103
175	106
176	104
177	112
178	112
179	111
180	93
181	114
182	109
183	112
184	105
185	116
186	90
187	90
188	88
189	92
190	86
191	97
192	103
193	102
194	113
195	97
196	102
197	100
198	105
199	94
200	103
201	92
202	93
203	92
204	94
205	92
206	104
207	105
208	90
209	89
210	106
211	98
212	88
213	102
214	87
215	83
216	75
217	68
218	106
219	75
220	69
221	89
222	73
223	92
224	89
225	79
226	93
227	91
228	68
229	71
230	89
231	67
232	97
233	88
234	74
235	78
236	73
237	58
238	81
239	90
240	87
241	82
242	73
243	90
244	74
245	68
246	67
247	85
248	71
249	87
250	69
251	63
252	74
253	81
254	70
255	64
256	88
257	78
258	70
259	55
260	59
261	81
262	62
263	82
264	74
265	75
266	81
267	70
268	79
269	62
270	66
271	69
272	51
273	72
274	77
275	72
276	74
277	57
278	66
279	62
280	60
281	76
282	74
283	62
284	79
285	63
286	56
287	71
288	52
289	58
290	56
291	54
292	51
293	53
294	52
295	54
296	41
297	41
298	45
299	40
300	45
301	50
302	38
303	44
304	37
305	40
306	41
307	30
308	25
309	33
310	43
311	29
312	27
313	33
314	31
315	25
316	27
317	25
318	27
319	25
320	24
321	28
322	25
323	30
324	31
325	29
326	22
327	16
328	19
329	31
330	26
331	24
332	22
333	29
334	27
335	22
336	27
337	23
338	26
339	18
340	26
341	27
342	23
343	26
344	21
345	17
346	20
347	16
348	28
349	21
350	20
351	23
352	24
353	29
354	15
355	25
356	23
357	27
358	23
359	24
360	26
361	26
362	19
363	28
364	22
365	34
366	25
367	43
368	29
369	30
370	37
371	29
372	28
373	42
374	28
375	37
376	52
377	35
378	47
379	49
380	48
381	76
382	78
383	64
384	71
385	73
386	102
387	109
388	96
389	110
390	132
391	127
392	140
393	163
394	165
395	177
396	179
397	208
398	173
399	222
400	234
401	251
402	253
403	281
404	283
405	251
406	288
407	289
408	319
409	324
410	321
411	316
412	281
413	328
414	291
415	310
416	267
417	253
418	256
419	267
420	213
421	217
422	180
423	173
424	164
425	160
426	161
427	127
428	120
429	103
430	108
431	89
432	64
433	53
434	46
435	46
436	35
437	31
438	14
439	21
440	19
441	22
442	13
443	10
444	9
445	5
446	4
447	3
448	5
449	3
450	1
451	4
452	2
453	3
454	2
455	0
456	1
457	1
458	2
459	2
460	2
461	2
462	1
463	4
464	1
465	1
466	1
467	0
468	1
469	2
470	1
471	1
472	1
473	2
474	1
475	2
476	0
477	2
478	2
479	1
480	3
481	2
482	0
483	1
484	1
485	2
486	2
487	1
488	0
489	0
490	1
491	0
492	0
