Filename:  D:\Università\IFNS\Lab\Lab-IFNS\Dati\Coeff ass Pb\8.mca
Description:  
TimeStamp:  03/23/2022 15:35:13

ROI Information
Start	End	FWHM (N)	Net Area	Gross Area	Centroid (N)	Uncertainty	Status
368	444	27.628	6436	8461	407.14	1.59	GOOD

Spectral Data Information
Channel	Data
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	65
15	72
16	75
17	97
18	69
19	65
20	81
21	84
22	69
23	77
24	69
25	79
26	79
27	94
28	83
29	102
30	109
31	102
32	98
33	85
34	97
35	99
36	95
37	120
38	105
39	102
40	93
41	91
42	144
43	137
44	154
45	155
46	175
47	187
48	213
49	215
50	301
51	285
52	332
53	296
54	255
55	251
56	230
57	187
58	177
59	174
60	188
61	163
62	141
63	126
64	119
65	137
66	125
67	101
68	113
69	123
70	109
71	104
72	100
73	82
74	97
75	107
76	98
77	113
78	115
79	108
80	119
81	110
82	104
83	113
84	98
85	98
86	111
87	97
88	123
89	115
90	112
91	109
92	120
93	107
94	111
95	112
96	107
97	109
98	109
99	113
100	126
101	105
102	111
103	95
104	104
105	103
106	106
107	128
108	98
109	101
110	115
111	103
112	94
113	117
114	117
115	114
116	108
117	146
118	104
119	116
120	108
121	107
122	146
123	120
124	111
125	117
126	125
127	111
128	114
129	122
130	115
131	110
132	119
133	119
134	118
135	117
136	124
137	117
138	125
139	130
140	126
141	137
142	124
143	111
144	139
145	136
146	152
147	122
148	132
149	115
150	141
151	155
152	125
153	136
154	105
155	116
156	117
157	120
158	121
159	116
160	123
161	100
162	112
163	111
164	115
165	83
166	122
167	94
168	106
169	103
170	89
171	99
172	99
173	118
174	101
175	91
176	108
177	100
178	87
179	105
180	79
181	100
182	77
183	100
184	76
185	83
186	95
187	83
188	96
189	91
190	73
191	94
192	80
193	81
194	64
195	80
196	91
197	78
198	70
199	76
200	72
201	75
202	78
203	79
204	71
205	95
206	97
207	86
208	68
209	76
210	68
211	75
212	74
213	73
214	77
215	73
216	71
217	57
218	57
219	70
220	80
221	75
222	85
223	74
224	80
225	80
226	59
227	68
228	76
229	59
230	60
231	61
232	62
233	77
234	73
235	71
236	74
237	70
238	60
239	56
240	56
241	75
242	70
243	80
244	71
245	61
246	70
247	68
248	65
249	82
250	67
251	67
252	91
253	53
254	71
255	74
256	73
257	82
258	72
259	66
260	82
261	75
262	79
263	66
264	69
265	58
266	77
267	75
268	72
269	75
270	60
271	62
272	68
273	85
274	64
275	75
276	71
277	67
278	65
279	75
280	64
281	58
282	66
283	73
284	68
285	74
286	70
287	65
288	65
289	54
290	49
291	70
292	42
293	60
294	45
295	53
296	60
297	50
298	56
299	46
300	48
301	54
302	55
303	55
304	48
305	45
306	44
307	42
308	50
309	41
310	57
311	50
312	52
313	56
314	43
315	41
316	33
317	48
318	46
319	45
320	51
321	47
322	49
323	36
324	47
325	48
326	49
327	49
328	36
329	38
330	31
331	52
332	40
333	45
334	44
335	39
336	39
337	42
338	34
339	36
340	47
341	46
342	49
343	38
344	43
345	34
346	47
347	40
348	47
349	38
350	39
351	43
352	36
353	46
354	39
355	49
356	46
357	45
358	61
359	46
360	39
361	55
362	31
363	32
364	41
365	45
366	50
367	44
368	41
369	54
370	41
371	54
372	44
373	57
374	45
375	64
376	55
377	51
378	72
379	68
380	60
381	69
382	68
383	62
384	80
385	76
386	83
387	96
388	86
389	113
390	98
391	121
392	119
393	117
394	138
395	165
396	139
397	173
398	161
399	170
400	174
401	202
402	190
403	190
404	221
405	223
406	199
407	189
408	223
409	230
410	214
411	232
412	243
413	227
414	212
415	204
416	182
417	193
418	167
419	169
420	172
421	169
422	140
423	146
424	121
425	118
426	97
427	68
428	88
429	67
430	60
431	53
432	47
433	43
434	36
435	30
436	23
437	17
438	27
439	10
440	14
441	12
442	11
443	9
444	13
445	4
446	6
447	4
448	4
449	6
450	2
451	2
452	4
453	6
454	4
455	3
456	1
457	1
458	3
459	5
460	6
461	4
462	3
463	5
464	2
465	1
466	2
467	6
468	0
469	2
470	1
471	6
472	3
473	8
474	3
475	3
476	3
477	2
478	4
479	2
480	2
481	3
482	4
483	8
484	2
485	5
486	4
487	1
488	4
489	2
490	0
491	2
492	3
