Filename:  D:\Università\IFNS\Lab\Lab-IFNS\Dati\Coeff ass Pb\6.mca
Description:  
TimeStamp:  03/23/2022 15:27:38

ROI Information
Start	End	FWHM (N)	Net Area	Gross Area	Centroid (N)	Uncertainty	Status
368	444	26.910	6458	8783	409.41	1.63	GOOD

Spectral Data Information
Channel	Data
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	60
15	51
16	66
17	57
18	56
19	72
20	73
21	78
22	61
23	75
24	85
25	76
26	76
27	79
28	81
29	90
30	98
31	105
32	93
33	93
34	93
35	76
36	99
37	96
38	92
39	94
40	85
41	91
42	116
43	120
44	124
45	153
46	156
47	173
48	192
49	216
50	250
51	259
52	259
53	233
54	218
55	220
56	190
57	187
58	158
59	162
60	162
61	120
62	145
63	109
64	98
65	109
66	94
67	82
68	81
69	105
70	99
71	107
72	96
73	75
74	93
75	93
76	91
77	88
78	105
79	99
80	81
81	92
82	99
83	91
84	98
85	105
86	105
87	102
88	90
89	121
90	89
91	104
92	111
93	115
94	91
95	96
96	99
97	103
98	82
99	99
100	98
101	117
102	101
103	100
104	110
105	82
106	105
107	87
108	99
109	101
110	105
111	105
112	97
113	96
114	98
115	97
116	108
117	115
118	98
119	112
120	87
121	99
122	101
123	133
124	126
125	123
126	123
127	121
128	95
129	100
130	111
131	97
132	107
133	91
134	115
135	117
136	100
137	134
138	109
139	108
140	119
141	116
142	123
143	126
144	124
145	128
146	120
147	105
148	115
149	128
150	123
151	104
152	133
153	104
154	105
155	117
156	113
157	132
158	103
159	110
160	104
161	100
162	102
163	106
164	107
165	110
166	103
167	94
168	107
169	118
170	100
171	84
172	93
173	86
174	86
175	81
176	84
177	115
178	93
179	74
180	83
181	84
182	95
183	102
184	69
185	78
186	87
187	74
188	84
189	75
190	79
191	70
192	80
193	84
194	77
195	85
196	88
197	74
198	75
199	82
200	71
201	75
202	98
203	67
204	81
205	69
206	78
207	77
208	84
209	67
210	58
211	82
212	73
213	82
214	57
215	91
216	78
217	71
218	73
219	71
220	72
221	66
222	75
223	74
224	83
225	73
226	71
227	66
228	69
229	55
230	85
231	84
232	78
233	84
234	67
235	72
236	75
237	93
238	78
239	59
240	62
241	77
242	63
243	63
244	78
245	77
246	70
247	73
248	73
249	72
250	76
251	65
252	82
253	65
254	61
255	83
256	75
257	67
258	63
259	68
260	73
261	78
262	70
263	63
264	73
265	76
266	70
267	83
268	81
269	70
270	75
271	78
272	86
273	88
274	82
275	70
276	60
277	68
278	85
279	77
280	71
281	69
282	64
283	73
284	80
285	56
286	84
287	54
288	59
289	69
290	66
291	56
292	54
293	49
294	51
295	42
296	61
297	63
298	70
299	56
300	60
301	43
302	44
303	36
304	61
305	31
306	49
307	49
308	40
309	44
310	39
311	44
312	35
313	41
314	56
315	44
316	38
317	44
318	45
319	36
320	43
321	34
322	45
323	35
324	43
325	43
326	42
327	36
328	40
329	30
330	32
331	36
332	40
333	30
334	39
335	28
336	33
337	39
338	36
339	34
340	28
341	40
342	40
343	46
344	39
345	34
346	29
347	33
348	42
349	24
350	49
351	39
352	43
353	29
354	41
355	28
356	49
357	35
358	28
359	38
360	44
361	30
362	42
363	47
364	40
365	31
366	39
367	34
368	54
369	54
370	51
371	38
372	48
373	48
374	51
375	42
376	50
377	42
378	44
379	51
380	55
381	59
382	76
383	66
384	69
385	78
386	86
387	84
388	87
389	96
390	119
391	112
392	130
393	132
394	136
395	154
396	167
397	162
398	169
399	189
400	201
401	196
402	187
403	182
404	200
405	232
406	231
407	251
408	228
409	228
410	237
411	259
412	269
413	236
414	225
415	221
416	204
417	214
418	183
419	187
420	161
421	159
422	149
423	122
424	125
425	120
426	109
427	95
428	98
429	72
430	70
431	55
432	60
433	42
434	40
435	34
436	32
437	31
438	26
439	18
440	16
441	12
442	12
443	9
444	8
445	6
446	4
447	5
448	7
449	2
450	9
451	1
452	3
453	6
454	3
455	2
456	2
457	5
458	2
459	1
460	3
461	1
462	4
463	4
464	2
465	1
466	2
467	7
468	4
469	1
470	4
471	2
472	1
473	4
474	2
475	0
476	3
477	3
478	5
479	4
480	1
481	3
482	2
483	4
484	2
485	4
486	0
487	1
488	2
489	3
490	2
491	2
492	0
